location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.01,6755
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.025,10005
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.05,10650
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.1,12396
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.15,12709
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.2,12798
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.25,12891
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.3,12972
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.35,13018
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.4,13066
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.45,13125
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.5,13148
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.55,13171
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.6,13230
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.65,13278
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.7,13324
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.75,13405
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.8,13498
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.85,13587
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.9,13900
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.95,15646
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.975,16291
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.99,19541
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.01,5675
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.025,7013
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.05,9780
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.1,10766
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.15,11713
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.2,12462
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.25,12665
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.3,12797
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.35,12899
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.4,12990
