location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.01,1538
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.025,1639
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.05,1736
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.1,1861
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.15,1955
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.2,2037
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.25,2112
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.3,2183
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.35,2252
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.4,2322
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.45,2391
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.5,2463
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.55,2538
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.6,2619
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.65,2706
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.7,2802
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.75,2913
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.8,3042
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.85,3204
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.9,3418
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.95,3760
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.975,4085
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.99,4492
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.01,2045
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.025,2246
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.05,2440
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.1,2709
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.15,2919
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.2,3107
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.25,3291
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.3,3470
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.35,3649
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.4,3830
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.45,4020
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.5,4222
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.55,4441
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.6,4683
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.65,4954
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.7,5266
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.75,5645
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.8,6106
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.85,6679
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.9,7472
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.95,8801
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.975,10177
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.99,12005
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.01,2759
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.025,3129
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.05,3492
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.1,4021
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.15,4449
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.2,4846
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.25,5236
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.3,5625
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.35,6021
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.4,6426
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.45,6856
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.5,7319
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.55,7826
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.6,8396
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.65,9043
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.7,9814
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.75,10761
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.8,11919
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.85,13381
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.9,15409
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.95,18896
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.975,22572
US,2022-10-22,2,2022-11-05,wk inc flu hosp,quantile,0.99,27580
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.01,3376
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.025,3899
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.05,4429
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.1,5237
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.15,5903
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.2,6503
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.25,7095
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.3,7692
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.35,8286
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.4,8898
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.45,9553
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.5,10258
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.55,11009
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.6,11864
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.65,12850
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.7,14029
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.75,15486
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.8,17273
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.85,19484
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.9,22607
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.95,27961
US,2022-10-22,3,2022-11-12,wk inc flu hosp,quantile,0.975,33330
